sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,potential_issue,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,deck_risk,oe_constraint,ppap_risk,stop_auto_buy,rev_stop,went_on_backorder
2953052,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.37,0.34,0.0,No,No,No,Yes,No,No
1901004,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.63,0.72,0.0,No,No,No,Yes,No,No
2274136,135.0,,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
2173464,93.0,8.0,17.0,146.0,146.0,223.0,16.0,82.0,168.0,267.0,21.0,No,0.0,0.84,0.87,0.0,No,No,No,Yes,No,No
1343639,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
2912657,3.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.0,0.01,0.0,No,No,No,Yes,No,No
2906335,15.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,13.0,2.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,No
3055906,43.0,12.0,0.0,21.0,42.0,63.0,6.0,29.0,59.0,96.0,8.0,No,0.0,0.97,0.97,0.0,No,No,No,Yes,No,No
1356789,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.74,0.0,No,No,Yes,Yes,No,No
2997937,14.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.94,0.96,0.0,No,No,No,Yes,No,No
1544832,5.0,12.0,0.0,18.0,36.0,54.0,3.0,10.0,17.0,26.0,4.0,No,0.0,0.69,0.69,0.0,No,No,No,Yes,No,No
2169795,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.83,0.66,0.0,No,No,No,Yes,No,No
3126819,95.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,6.0,8.0,1.0,No,0.0,0.96,0.92,0.0,No,No,Yes,Yes,No,No
2248261,3.0,4.0,0.0,1.0,3.0,4.0,0.0,2.0,2.0,2.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
1999982,61.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,12.0,2.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
1811824,18.0,8.0,0.0,3.0,24.0,45.0,7.0,18.0,53.0,77.0,0.0,No,0.0,0.42,0.36,0.0,No,No,No,Yes,No,No
2035232,45.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,6.0,6.0,28.0,No,0.0,0.98,0.98,0.0,Yes,No,No,Yes,No,No
2129030,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.7,0.74,0.0,No,No,Yes,Yes,No,No
1755174,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.94,0.97,0.0,No,No,No,Yes,No,No
1937699,10.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.68,0.66,0.0,No,No,No,Yes,No,No
3077925,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.88,0.91,0.0,No,No,No,Yes,No,No
1249186,1.0,8.0,0.0,4.0,8.0,8.0,8.0,50.0,87.0,111.0,4.0,No,0.0,0.91,0.9,0.0,No,No,No,Yes,No,No
3259225,245.0,8.0,69.0,144.0,360.0,579.0,32.0,192.0,415.0,675.0,49.0,No,0.0,0.76,0.77,0.0,No,No,No,Yes,No,No
2888227,21.0,,0.0,0.0,0.0,0.0,0.0,4.0,9.0,11.0,2.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
1249656,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,No
2870751,241.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,No,0.0,0.96,0.96,0.0,No,No,No,Yes,No,No
1448938,11.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,9.0,0.0,No,0.0,0.86,0.91,0.0,No,No,No,Yes,No,No
1666380,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
1235988,0.0,12.0,0.0,2.0,3.0,4.0,0.0,2.0,2.0,3.0,0.0,No,0.0,0.62,0.73,0.0,No,No,Yes,Yes,No,No
2253661,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.97,0.97,0.0,Yes,No,No,Yes,No,No
1658692,58.0,2.0,0.0,0.0,0.0,50.0,1.0,19.0,28.0,48.0,2.0,No,0.0,0.81,0.83,0.0,No,No,No,Yes,No,No
1613015,21.0,2.0,34.0,98.0,126.0,182.0,51.0,101.0,174.0,251.0,26.0,No,0.0,1.0,1.0,1.0,No,No,No,Yes,No,No
1893708,595.0,12.0,0.0,0.0,0.0,0.0,1.0,16.0,21.0,26.0,9.0,No,0.0,0.63,0.72,0.0,No,No,No,Yes,No,No
2936508,69.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
1852026,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
3142344,99.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.96,0.96,0.0,No,No,No,Yes,No,No
3078295,7.0,2.0,0.0,0.0,1.0,3.0,1.0,3.0,5.0,10.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
1360996,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
2262779,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
2138567,87.0,52.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,8.0,3.0,No,0.0,0.93,0.96,0.0,Yes,No,No,Yes,No,No
1402001,21.0,9.0,0.0,0.0,0.0,10.0,2.0,16.0,24.0,24.0,0.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
2222260,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.48,0.48,0.0,Yes,No,No,Yes,No,No
2139993,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.92,0.93,0.0,No,No,No,Yes,No,No
1722167,309.0,8.0,0.0,0.0,0.0,0.0,17.0,66.0,202.0,285.0,20.0,No,0.0,0.97,0.95,0.0,No,No,No,Yes,No,No
1166992,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
3154982,854.0,2.0,561.0,1752.0,3792.0,5784.0,574.0,1863.0,3534.0,5119.0,434.0,No,0.0,0.82,0.68,0.0,No,No,No,Yes,No,No
1972180,0.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.89,0.9,0.0,Yes,No,No,Yes,No,No
1370665,223.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,No,0.0,0.0,0.0,0.0,No,No,No,Yes,No,No
1247973,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.82,0.78,0.0,No,No,No,Yes,No,No
3101246,1746.0,4.0,480.0,3205.0,6300.0,9310.0,1231.0,4362.0,7909.0,11395.0,736.0,No,0.0,0.87,0.91,0.0,No,No,No,Yes,No,No
1989268,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,Yes,No,No,Yes,No,No
2060577,6.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,No,0.0,0.76,0.78,0.0,No,No,No,Yes,No,No
1624856,102.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,33.0,44.0,3.0,No,0.0,0.13,0.09,0.0,No,No,Yes,Yes,No,No
1903970,611.0,2.0,0.0,0.0,0.0,0.0,7.0,13.0,21.0,28.0,1.0,No,0.0,0.93,0.96,0.0,Yes,No,Yes,Yes,No,No
2241079,143.0,,0.0,0.0,0.0,0.0,21.0,85.0,206.0,320.0,226.0,No,0.0,-99.0,-99.0,0.0,No,No,No,No,No,No
2304822,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,No,0.0,0.98,0.97,0.0,No,No,No,Yes,No,No
3069432,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.98,0.99,0.0,No,No,No,Yes,No,No
3147125,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,No,0.0,0.97,0.98,0.0,No,No,No,Yes,No,No
1254563,26.0,8.0,0.0,0.0,0.0,5.0,12.0,19.0,35.0,42.0,2.0,No,0.0,0.97,0.99,0.0,No,No,No,Yes,No,Yes
1210133,30.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.82,0.87,0.0,No,No,No,Yes,No,No
1118032,7.0,2.0,0.0,48.0,48.0,48.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.88,0.92,0.0,Yes,No,No,Yes,No,No
3090022,22.0,8.0,0.0,19.0,38.0,57.0,8.0,24.0,42.0,60.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
2200996,97.0,2.0,36.0,36.0,108.0,216.0,10.0,37.0,65.0,72.0,6.0,No,0.0,0.09,0.17,0.0,Yes,No,Yes,Yes,No,No
2209825,27.0,8.0,0.0,0.0,0.0,0.0,1.0,5.0,13.0,26.0,1.0,No,0.0,0.8,0.75,0.0,No,No,No,Yes,No,No
3139404,63.0,4.0,0.0,0.0,0.0,0.0,4.0,18.0,31.0,52.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
2977943,73.0,2.0,0.0,0.0,0.0,0.0,44.0,49.0,57.0,71.0,16.0,No,0.0,1.0,1.0,0.0,No,No,No,Yes,No,No
3272009,12996.0,8.0,20162.0,5756.0,22316.0,35636.0,4264.0,15914.0,32496.0,49444.0,2567.0,No,0.0,0.54,0.54,0.0,No,No,Yes,Yes,No,No
1588388,4.0,12.0,0.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
1603048,8.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
2178343,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.7,0.0,Yes,No,No,Yes,No,No
3268433,87.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,11.0,11.0,134.0,No,0.0,0.88,0.9,0.0,No,No,No,Yes,No,No
1160552,38.0,9.0,0.0,54.0,81.0,81.0,8.0,30.0,45.0,72.0,10.0,No,0.0,0.46,0.29,2.0,No,No,No,Yes,No,No
3190933,16.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,No,0.0,0.22,0.15,0.0,Yes,No,Yes,Yes,No,No
3089080,1.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,No,0.0,0.18,0.33,0.0,No,No,No,Yes,No,No
1207079,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.56,0.74,0.0,Yes,No,No,Yes,No,No
3179225,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.75,0.0,No,No,No,Yes,No,No
1525259,1.0,6.0,0.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,No,0.0,0.79,0.66,0.0,No,No,No,Yes,No,No
1958460,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.68,0.66,0.0,No,No,No,Yes,No,No
1233887,27.0,9.0,0.0,0.0,32.0,32.0,5.0,14.0,24.0,56.0,1.0,No,0.0,0.69,0.68,0.0,No,No,No,Yes,No,No
1829857,130.0,8.0,0.0,0.0,0.0,0.0,4.0,11.0,16.0,28.0,2.0,No,0.0,0.1,0.25,0.0,No,No,No,Yes,No,No
3163805,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
2151992,5.0,4.0,0.0,84.0,84.0,84.0,0.0,2.0,2.0,2.0,4.0,No,0.0,0.87,0.91,0.0,Yes,No,No,Yes,No,No
3066583,382.0,8.0,131.0,592.0,1172.0,1613.0,178.0,502.0,1033.0,1622.0,347.0,No,0.0,0.76,0.88,0.0,No,No,No,Yes,No,No
1128964,10.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
2903958,113.0,2.0,7.0,0.0,0.0,37.0,20.0,36.0,70.0,100.0,23.0,No,0.0,0.97,0.96,0.0,No,No,No,Yes,No,No
2300705,0.0,4.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.7,0.66,0.0,No,No,No,Yes,No,No
1170456,205.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
2962077,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.96,0.96,0.0,No,No,No,Yes,No,No
3039779,9.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,5.0,2.0,No,0.0,0.7,0.72,0.0,No,No,No,Yes,No,No
2895579,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.82,0.84,0.0,No,No,No,Yes,No,No
1250090,485.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
2279884,15.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,No,0.0,-99.0,-99.0,0.0,Yes,No,No,Yes,No,No
3002730,2.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,No,0.0,0.49,0.74,0.0,Yes,No,No,Yes,No,No
1916835,536.0,8.0,2.0,0.0,0.0,0.0,11.0,32.0,67.0,116.0,22.0,No,0.0,0.98,0.93,0.0,No,No,No,Yes,No,No
3223802,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.79,0.0,No,No,No,Yes,No,No
2278424,4.0,2.0,1.0,1.0,3.0,4.0,0.0,7.0,14.0,15.0,2.0,No,0.0,0.83,0.83,0.0,No,No,No,Yes,No,No
2222176,195.0,4.0,98.0,84.0,231.0,315.0,51.0,168.0,310.0,470.0,39.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
2854487,25.0,2.0,0.0,15.0,30.0,45.0,5.0,22.0,34.0,45.0,12.0,No,0.0,0.97,0.97,0.0,No,No,No,Yes,No,No
1378831,6.0,10.0,0.0,2.0,8.0,8.0,1.0,2.0,4.0,13.0,0.0,No,0.0,0.89,0.9,0.0,No,No,No,Yes,No,No
2185733,36.0,8.0,0.0,34.0,34.0,34.0,0.0,0.0,2.0,3.0,0.0,No,0.0,0.5,0.52,0.0,Yes,No,No,Yes,No,No
2194413,1296.0,12.0,103.0,713.0,1564.0,2656.0,319.0,1083.0,2367.0,3776.0,248.0,No,0.0,0.93,0.74,0.0,No,No,No,Yes,No,No
1931383,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,3.0,No,0.0,0.52,0.41,0.0,No,No,No,Yes,No,No
1899046,5.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,No,0.0,0.86,0.84,0.0,No,No,No,Yes,No,No
2081447,165.0,2.0,17.0,130.0,370.0,580.0,60.0,217.0,428.0,600.0,70.0,No,0.0,1.0,0.94,0.0,No,No,No,Yes,No,No
1750379,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,No,0.0,0.93,0.95,0.0,No,No,No,Yes,No,No
1270887,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.99,0.98,0.0,No,No,Yes,Yes,No,No
2085114,90.0,2.0,5.0,95.0,171.0,247.0,53.0,130.0,208.0,306.0,44.0,No,0.0,0.96,0.96,0.0,No,No,No,Yes,No,No
1682776,384.0,4.0,0.0,0.0,0.0,0.0,3.0,8.0,29.0,42.0,0.0,No,0.0,0.97,0.96,0.0,No,No,No,Yes,No,No
1547059,877.0,8.0,31.0,0.0,319.0,572.0,108.0,369.0,822.0,1295.0,129.0,No,0.0,0.71,0.49,0.0,No,No,No,Yes,No,No
1577295,32.0,8.0,0.0,0.0,6.0,15.0,4.0,12.0,26.0,46.0,0.0,No,0.0,0.59,0.61,0.0,No,No,No,Yes,No,No
1791257,1560.0,8.0,0.0,0.0,0.0,0.0,39.0,101.0,359.0,512.0,54.0,No,0.0,0.91,0.95,0.0,No,No,No,Yes,No,No
1223070,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.94,0.97,0.0,No,No,No,Yes,No,No
1526407,63.0,4.0,1.0,15.0,15.0,30.0,7.0,18.0,42.0,67.0,19.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
3272466,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.99,0.96,0.0,Yes,No,No,Yes,No,No
3216116,611.0,12.0,29.0,28.0,28.0,230.0,100.0,187.0,451.0,636.0,131.0,No,0.0,0.68,0.57,0.0,No,No,No,Yes,No,No
1743557,311.0,8.0,0.0,108.0,216.0,432.0,32.0,112.0,273.0,418.0,25.0,No,0.0,0.7,0.64,0.0,No,No,No,Yes,No,No
2959580,60.0,2.0,20.0,70.0,157.0,227.0,22.0,67.0,150.0,233.0,29.0,No,0.0,0.99,0.98,5.0,No,No,No,Yes,No,No
2015541,2581.0,8.0,4.0,0.0,0.0,0.0,9.0,32.0,67.0,96.0,24.0,No,0.0,0.92,0.94,0.0,No,No,No,Yes,No,No
1599336,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.68,0.66,0.0,No,No,Yes,Yes,No,No
1135959,1.0,8.0,0.0,2.0,3.0,4.0,0.0,2.0,4.0,4.0,1.0,No,0.0,0.93,0.76,0.0,No,No,No,Yes,No,No
2027629,1017.0,8.0,0.0,1000.0,1000.0,2000.0,212.0,623.0,1156.0,1641.0,183.0,No,0.0,0.91,0.95,0.0,No,No,No,Yes,No,No
2180997,44.0,8.0,3.0,17.0,34.0,51.0,12.0,30.0,60.0,90.0,17.0,No,0.0,0.98,0.99,0.0,No,No,No,Yes,No,No
3122492,16.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.48,0.48,0.0,Yes,No,No,Yes,No,No
3208957,0.0,,0.0,4.0,7.0,8.0,0.0,0.0,0.0,0.0,1.0,No,0.0,-99.0,-99.0,0.0,No,No,No,Yes,No,No
1367259,8.0,8.0,3.0,13.0,21.0,31.0,2.0,13.0,15.0,20.0,6.0,No,5.0,0.46,0.45,0.0,No,No,No,Yes,No,No
2897349,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.73,0.79,0.0,Yes,No,No,Yes,No,No
3063207,21.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.66,0.66,0.0,Yes,No,No,Yes,No,No
1981689,12.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,No,0.0,0.99,0.98,0.0,Yes,No,No,Yes,No,No
2012254,15.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.58,0.58,0.0,Yes,No,No,Yes,No,No
1214650,176.0,8.0,53.0,249.0,639.0,964.0,75.0,287.0,638.0,1004.0,65.0,No,0.0,0.5,0.39,1.0,No,No,No,Yes,No,No
1937049,16.0,12.0,0.0,0.0,0.0,6.0,5.0,8.0,21.0,34.0,0.0,No,0.0,0.69,0.69,0.0,No,No,No,Yes,No,No
3189863,10.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,1.0,No,0.0,0.46,0.65,0.0,No,No,No,Yes,No,No
1324812,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,No,0.0,0.99,0.99,0.0,No,No,No,Yes,No,No
1293272,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
3022112,438.0,8.0,129.0,500.0,900.0,1400.0,198.0,572.0,1073.0,1571.0,363.0,No,0.0,0.99,0.98,0.0,No,No,No,Yes,No,No
1698846,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.0,0.0,0.0,No,No,Yes,No,No,No
2135154,6374.0,,0.0,0.0,0.0,0.0,1.0,7.0,25.0,45.0,2.0,No,0.0,-99.0,-99.0,0.0,Yes,No,Yes,Yes,No,No
1949725,12.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,5.0,0.0,No,0.0,0.91,0.77,0.0,No,No,No,Yes,No,No
1307553,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.82,0.79,0.0,No,No,No,Yes,No,No
3029158,151.0,8.0,3.0,120.0,240.0,360.0,37.0,162.0,342.0,514.0,86.0,No,0.0,0.99,0.99,0.0,No,No,Yes,Yes,No,No
1924872,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,No,No,No,Yes,No,No
1861320,10.0,9.0,20.0,0.0,0.0,0.0,0.0,11.0,20.0,31.0,0.0,No,0.0,0.91,0.77,0.0,No,No,No,Yes,No,No
2899356,27.0,9.0,61.0,0.0,0.0,0.0,1.0,7.0,15.0,20.0,0.0,No,0.0,0.85,0.82,0.0,No,No,No,Yes,No,No
1265532,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.77,0.89,0.0,No,No,No,Yes,No,No
1745097,66.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,8.0,0.0,No,0.0,0.91,0.96,0.0,No,No,No,Yes,No,No
3048507,3.0,12.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,No
2294000,264.0,8.0,90.0,0.0,0.0,40.0,41.0,117.0,196.0,311.0,41.0,No,0.0,1.0,0.99,0.0,No,No,No,Yes,No,No
2091988,1038.0,2.0,56.0,0.0,0.0,56.0,114.0,324.0,581.0,845.0,102.0,No,0.0,0.97,0.91,0.0,No,No,Yes,Yes,No,No
1445904,5.0,9.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,7.0,0.0,No,0.0,0.98,0.98,0.0,No,No,No,Yes,No,No
2015242,224.0,2.0,109.0,375.0,775.0,1100.0,128.0,391.0,828.0,1293.0,79.0,No,0.0,0.51,0.53,0.0,No,No,No,Yes,No,No
2298293,70.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,4.0,0.0,No,0.0,0.78,0.82,0.0,Yes,No,Yes,Yes,No,No
1774753,28.0,4.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,No,0.0,0.73,0.78,0.0,Yes,No,No,Yes,No,No
3112617,1.0,8.0,0.0,2.0,3.0,4.0,0.0,1.0,2.0,3.0,0.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,No
3281460,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,No,0.0,0.95,0.77,0.0,Yes,No,No,Yes,No,No
1124484,4.0,9.0,0.0,0.0,1.0,2.0,0.0,1.0,2.0,2.0,0.0,No,0.0,0.91,0.74,0.0,No,No,No,Yes,No,No
2903410,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,1.0,0.0,Yes,No,No,Yes,No,No
1242545,222.0,4.0,125.0,131.0,347.0,530.0,45.0,145.0,265.0,362.0,33.0,No,0.0,0.77,0.8,0.0,No,No,No,Yes,No,No
1815432,141.0,8.0,104.0,376.0,706.0,1036.0,135.0,403.0,712.0,986.0,96.0,No,0.0,0.96,0.95,0.0,No,No,No,Yes,No,No
2917963,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,No,0.0,0.57,0.68,0.0,No,No,No,Yes,No,No
1549854,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.8,0.83,0.0,No,No,No,Yes,No,No
1762857,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.5,0.74,0.0,Yes,No,No,Yes,No,No
1548745,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,Yes,No,No,Yes,No,No
2011906,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,1.0,0.92,0.0,Yes,No,No,Yes,No,No
3044145,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,No,0.0,0.48,0.48,0.0,Yes,No,No,Yes,No,No
1715407,85.0,2.0,39.0,144.0,300.0,432.0,28.0,190.0,489.0,601.0,21.0,No,0.0,0.97,0.94,0.0,No,No,No,Yes,No,No
1962379,0.0,2.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.78,0.78,0.0,Yes,No,No,Yes,No,No
2852404,92.0,2.0,3.0,20.0,60.0,80.0,4.0,16.0,21.0,21.0,20.0,No,0.0,1.0,0.93,0.0,Yes,No,Yes,Yes,No,No
1386764,27.0,8.0,0.0,34.0,34.0,34.0,6.0,20.0,37.0,65.0,0.0,No,0.0,0.82,0.88,0.0,No,No,No,Yes,No,No
2283170,75.0,2.0,28.0,23.0,45.0,106.0,23.0,90.0,137.0,138.0,28.0,No,0.0,0.91,0.96,0.0,No,No,No,Yes,No,No
1955498,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.73,0.78,0.0,No,No,No,Yes,No,No
2298006,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,No,0.0,0.82,0.81,0.0,No,No,No,Yes,No,No
